,1 Bdr ,1st Bed,2 Bdr ,2nd Bed,3 Bdr ,3rd Bed,4th Bed,5th Bed,Access,Address,Appliances,Area Pool,Average Baths,Average Bedrooms,Average Lease,Average LeaseSquare Ft,Average List Price,Average Price,Average PriceSquare Ft,Average Rent,Average Square Ft,Average Year Built,Bath,Baths,Bedroom,Bedrooms,Breakfast,Building Sqft,Carport Description,City,Compactor,Connection,Controlled Access,Cooling,Countertop,County,County  Zip Code,Den,Dining,Dishwasher,Disposal,Energy Feature,Exterior,Exterior Type,Extra Room,Family Room,Finance Avail,Fireplace,Floors,Foreclosure,Foundation,Front Door,Game Room,Garage Apartment,Garage Carport,Garages,HOA Mandatory,Heating,Home For Lease,Home For Sales,Homes for Lease,Homes for Sale,Interior,Key Map,Kitchen,Legal Description,List Type,Listing Price,Listing Status,Living,Loft,Lot Description,Lot Size,MLS,Maint Fee Includes,Maintenance Fee,Market Area,Market Area Name,Market Value,Master Bath Description,Media Room,Median Appraised Value,Median Appraised Value  Square ft,Median Lot Square Ft,Median Price  Square ft,Median Square Ft,Median Year Built,Microwave,MultiFamily Description,Name,Neighborhood,Neighborhood Value Range,New Construction,Other Fees,Oven,Page_Link,Parking,Parking Space,Parking Unit,Price Range,Price_Reduced,Private Pool,Private Pool Desc,Property Type,QuartersGuest House,Range,Roof,Room Description,Single Family Properties,State,Status,Stories,StudyLibrary,Style,Subdivision,Subdivision Name,Tax Rate,Taxes wo Exemp,Unit No,Unit1 Bed,Unit1 Kitchen,Unit1 Living,Unit2 Bed1,Unit2 Bed2,Unit2 Kitchen,Unit2 Living,Unit3 Bed1,Unit3 Bed2,Unit3 Bed3,Unit3 Kitchen,Unit3 Living,Utility Room Desc,Utility Room Dim,WasherDryer Conn,Water Amenity,Water Sewer,Year Built,Zip Code,_id,author,null,text
795,,13X14,,11X11,,10X11,,,Driveway Gate,844 E 29th,,No,1.99,2.70,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"1,260117(m²)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Washer Connections",,Central Gas,Fauxmica,Harris County,77009,,08X11,Yes,Yes,"Ceiling Fans, Digital Program Thermostat, High-Efficiency HVAC, Insulation - Other","Fully Fenced, Back Green Space, Porch, Covered Patio/Deck, Back Yard Fenced",Cement Board,,,"Cash Sale, Conventional, FHA",,"Tile, Wood",,Pier & Beam,,,,,,No,Central Gas,,,,,"Alarm System - Owned, Breakfast Bar, Refrigerator Included, Fire/Smoke Alarm, Drapes/Curtains/Window Cover",453N,10X12,N70 TRS 23&24 BLK 9,Exclusive Agency to Sell/Lease,405000,For Sale,12X20,,Corner,"3,500 Sqft.325(m²)  /Appraisal District",70205419 (HAR),,No/$0,Heights/Greater Heights,,,"Master Bath + Separate Shower, Tub with Shower",,"$294,575",,"6,000",$235.18,"1,248",1934,Yes,,,,$190 - $512 K,,No/$0,"Freestanding Oven, Gas Oven",http://www.har.com/844-e-29th/sale_70205419,,,,,0.0,No,,Single Family,,"Freestanding Range, Gas Range",Composition,"1 Living Area, Living/Dining Combo",635,TX,,1,,Other Style,SUNSET HEIGHTS View subdivision price trend,SUNSET HEIGHTS,,,,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2002   / Appraisal District,77009,5933372ee2bac83b34e52efd,,,
796,,15x14,,15x11,,11x11,,,Automatic Gate,1307A Studer St,,No,2.43,2.85,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),8x6,"2,222206(m²)  /Appraisal",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77007,,12x12,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, High-Efficiency HVAC","Patio/Deck, Controlled Subdivision Access, Back Yard, Back Green Space, Back Yard Fenced","Cement Board, Stone, Stucco",,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood, Carpet",,Slab,North,,,Auto Garage Door Opener,2 / Attached,Yes,Central Gas,,,,,"Breakfast Bar, High Ceiling, Island Kitchen, Fire/Smoke Alarm",492G,16x11,LT 18 BLK 1 MEMORIAL PARK VILLAGE TWO PAR R/P,Exclusive Agency to Sell/Lease,405000,For Sale,18x16,,Other,"2,697 Sqft.251(m²)  /Appraisal District",16254976 (HAR),,$ 1280 / ANNUALLY,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath + Separate Shower",,"$331,029",,"1,953",$199.14,"1,663",2006,Yes,,,,$318 - $384 K,,Yes/$250/Transfer Fee,Gas Oven,http://www.har.com/1307a-studer-st/sale_16254976,,,,,0.0241,No,,Single Family,,Gas Range,Composition,"1 Living Area, Breakfast Room, Den, Formal Dining, Kitchen/Dining Combo, Living/Dining Combo, Loft, Living Area - 2nd Floor,",98,TX,,3,,Traditional,Memorial Park Village View subdivision price trend,MEMORIAL PARK VILLAGE,2.52856,"$9,330/2016",,,,,,,,,,,,,,Utility Room 2nd Floor,,,,"Public Sewer, Public Water",2006   / Appraisal District,77007,5933372ee2bac83b34e52efe,,,
797,,17x17,,14x13,,14x11,,,Automatic Gate,6119 Stillman Street,,No,3.27,2.93,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,144199(m²)  /Builder",,Houston,No,"Electric Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77007,,19x9,Yes,Yes,"Insulated/Low-E windows, Insulated Doors, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances, High-Efficiency HVAC, Insulation - Blown Cellulose","Fully Fenced, Patio/Deck, Controlled Subdivision Access",Stucco,,,"Cash Sale, Conventional",,"Tile, Wood, Carpet",,Slab,North,,,"Driveway Gate, Auto Garage Door Opener",2 / Attached,Yes,Central Gas,,,,,"2 Staircases, Alarm System - Owned, High Ceiling, Fire/Smoke Alarm",492f,19x11,Lot 1 Block 1,Exclusive Right to Sell/Lease,405000,Under Contract - Option Pending,19x13,,Corner,,73095965 (HAR),,$ 495 / ANNUALLY,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$445,000",,"2,500",$197.44,"2,400",1999,Yes,,,,$278 - $725 K,,Yes/$$250/Transfer fee,Gas Oven,http://www.har.com/6119-stillman-street/sale_73095965,,,,,0.129,No,,Single Family,,Gas Cooktop,Composition,"1 Living Area, Living Area - 2nd Floor",341,TX,,3,,Mediterranean,Rice Military View subdivision price trend,RICE MILITARY,,,,,,,,,,,,,,,,Utility Room 3rd Floor,,,,"Public Sewer, Public Water",2014   / Builder,77007,5933372ee2bac83b34e52eff,,,
798,,14x13,,11x12,,13x10,,,Intercom,2336 Commerce,"Electric Dryer Connection, Gas Dryer Connections, Full Size, Washer Connections",No,2.06,2.57,"$1,706",$1.16,"$318,211",,$214.57,,"1,695",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,150200(m²)  /Builder",,Houston,No,,,Central Electric,Granite in Kitchen,Harris County,,,15x10,Yes,Yes,"Insulated/Low-E windows, Insulation - Batt","Balcony, Fenced, Back Yard, Rooftop Deck, Rooftop Deck","Cement Board, Stucco",,,"Conventional, FHA",,"Concrete, Tile, Wood, Carpet",,"Other, Slab",South,,,,2 / Attached,,Central Gas,107,321,,,"2 Staircases, High Ceiling, Intercom System, Island Kitchen, Prewired for Alarm System, Tile",493R,,"Lot 54, Block 2",Exclusive Right to Sell/Lease,405000,For Sale,15x16,Yes,,,89362459 (HAR),"Limited Access Gates, Grounds, Water and Sewer",$ 1220 / ANNUALLY,East End Revitalized,East End Revitalized,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,,,,,,,Yes,,,,,,No/$0,Gas Oven,http://www.har.com/2336-commerce/sale_89362459,"Additional Parking, Auto Garage Door Opener",,,,0.0,No,,Townhouse / Condo,,Gas Range,Other,"Loft, Living Area - 2nd Floor",,TX,,3,,Contemporary/Modern,Lofts on Commerce,,2.529,,,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2017   / Builder,77003,5933372ee2bac83b34e52f00,,,
799,,15x18,,11x13,,16x9,,,Automatic Gate,466 North Live Oak Street,,,2.06,2.57,"$1,706",$1.16,"$318,211",,$214.57,,"1,695",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,286212(m²)  /Builder",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections",,Central Electric,granite,Harris County,,,10x13,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Radiant Attic Barrier, Digital Program Thermostat, High-Efficiency HVAC, HVAC>13 SEER, Insulation - Batt","Back Yard, Back Yard Fenced",Stucco,,25x19,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood, Carpet",,Slab,"North, East",,,Double-Wide Driveway,2 / Attached,Yes,Central Gas,107,321,,,"High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm",,12x13,3/1/1,Exclusive Right to Sell/Lease,408216,For Sale,,,Subdivision Lot,,92135131 (HAR),,$ 1850 / ANNUALLY,East End Revitalized,East End Revitalized,,"Double Sinks, Master Bath + Separate Shower",,,,,,,,Yes,,,,,,"Yes/$1000, 185/Capitalization, Transfer",Gas Oven,http://www.har.com/466-north-live-oak-street/sale_92135131,,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,"1 Living Area, Formal Dining, Loft, Family Room,",,TX,,3,,Contemporary/Modern,Parkview on the Bayou,,2.68,,,,,,,,,,,,,,,Utility Room 2nd Floor,,,,"Public Sewer, Public Water",2017   / Builder,77003,5933372ee2bac83b34e52f01,,,
800,,16x13,,13x11,,12x11,,,,955 W 24 Unit D,,No,2.29,2.79,"$2,159",$1.45,"$583,801",,$264.28,,"2,291",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,181203(m²)  /Appraisal District",,Houston,No,,,"Central Electric, Zoned",Stone,Harris County,,,10x9,Yes,Yes,"Insulated/Low-E windows, Radiant Attic Barrier, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, HVAC>13 SEER, Insulation - Batt",,Cement Board,,,,,"Tile, Wood, Carpet",,Slab,,,,,2 / Attached,No,"Central Gas, Zoned",245,942,,,"Breakfast Bar, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm",,15x12,LT 3 BLK 1 PAD HOMES OF TWENTY FOURTH STREET,Exclusive Right to Sell/Lease,409000,For Sale,22x20,,Other,"1,954 Sqft.182(m²)  /Appraisal District",85831422 (HAR),,No/$0,Heights/Greater Heights,Heights/Greater Heights,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,,,,,,,Yes,,,,,,No/$0,Gas Oven,http://www.har.com/955-w-24-unit-d/sale_85831422,,,,,0.0,No,,Single Family,,Gas Range,Composition,"Kitchen/Dining Combo, Living/Dining Combo",,TX,,3,,Traditional,Shady Acres,,,,,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",2017   / Builder,77008,5933372ee2bac83b34e52f02,,,
801,,14x13,,13x13,,12x11,,,,6410 Woodbrook Ln,,No,2.09,2.99,,,,,,,,,,1 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,521141(m²)  /Appraisal District",Attached Carport,Houston,No,,,Central Electric,"Formica, tile",Harris County,77008,,16x10,Yes,Yes,"Storm Windows, Ceiling Fans, Digital Program Thermostat, HVAC>13 SEER, North/South Exposure",Partially Fenced,Brick & Wood,,,"Cash Sale, Conventional",,"Tile, Wood",,Slab,South,,,,1 / Attached,No,Central Gas,,,,,,452X,16x8,LT 30 BLK 38 TIMBERGROVE MANOR SEC 6,Exclusive Right to Sell/Lease,409000,For Sale,16x13,,Subdivision Lot,"8,190 Sqft.761(m²)  /Appraisal District",38082232 (HAR),,$ 30 / ANNUALLY,Timbergrove/Lazybrook,,,,,"$371,439",,"8,565",$244.90,"1,805",1958,No,,,,$301 - $537 K,,No/$0,Electric Oven,http://www.har.com/6410-woodbrook-ln/sale_38082232,,,,,0.0,No,,Single Family,,"Electric Range, Freestanding Range",Composition,"1 Living Area, Breakfast Room, Kitchen/Dining Combo,","1,629",TX,,1,,Ranch,Timbergrove Manor View subdivision price trend,TIMBERGROVE MANOR,2.52856,"$8,401/2016",,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1955   / Appraisal District,77008,5933372ee2bac83b34e52f03,,,
802,,16x23,,12x15,,11x11,,,,5336 Petty  C,,,2.75,3.03,"$2,828",$1.22,"$416,576",,$181.56,,"2,336",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,467229(m²)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,,,12x14,Yes,Yes,Ceiling Fans,,"Cement Board, Stucco",,,"Cash Sale, Conventional",,"Tile, Wood, Carpet",,Slab,,,,Auto Garage Door Opener,2 / Attached,No,Central Gas,42,145,,,"High Ceiling, Island Kitchen",492C,10x11,LT 3 BLK 1 PETIT PROJET SEC 1,Exclusive Right to Sell/Lease,409000,For Sale,16x21,,Subdivision Lot,"1,475 Sqft.137(m²)  /Appraisal District",63774232 (HAR),,No/$0,Cottage Grove,Cottage Grove,,"Double Sinks, Master Bath + Separate Shower",,,,,,,,Yes,,,,,,No/$0,Convection Oven,http://www.har.com/5336-petty--c/sale_63774232,Auto Garage Door Opener,,,,0.0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Formal Dining, Living Area - 2nd Floor, Family Room,",,TX,,3,,Traditional,Petit Project,,,,C,,,,,,,,,,,,,Utility Room 2nd Floor,5x6,,,"Public Sewer, Public Water",2008   / Appraisal District,77007,5933372ee2bac83b34e52f04,,,
803,,18x13,,10x11,,11x12,,,,1108 W 7th St,,Yes,2.29,2.79,"$2,159",$1.45,"$583,801",,$264.28,,"2,291",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,920178(m²)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,,,13x13,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances, High-Efficiency HVAC, Insulation - Batt",Fully Fenced,"Cement Board, Stone",,,"Cash Sale, Conventional",,"Tile, Wood",,Slab,South,,,Auto Garage Door Opener,2 / Attached,Yes,Central Gas,245,942,,,"Breakfast Bar, Drapes/Curtains/Window Cover",492D,12x9,LT 23 BLK 1 PARK PLACE IN THE HEIGHTS,Exclusive Right to Sell/Lease,409000,For Sale,18x15,,"Subdivision Lot, Patio Lot","1,645 Sqft.153(m²)  /Appraisal District",12484417 (HAR),,$ 2450 / ANNUALLY,Heights/Greater Heights,Heights/Greater Heights,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,,,,,,,Yes,,,,,,No/$0,"Gas Oven, Single Oven",http://www.har.com/1108-w-7th-st/sale_12484417,,,,,0.0145,No,,Single Family,,Gas Cooktop,Composition,"1 Living Area, Living Area - 2nd Floor",,TX,,3,,Traditional,Park Place in the Heights,,2.52856,"$9,115/2016",,,,,,,,,,,,,,Utility Room 3rd Floor,,,,"Public Sewer, Public Water",2014   / Appraisal District,77007,5933372ee2bac83b34e52f05,,,
804,,16x13,,13x13,,12x12,,,"Driveway Gate, Automatic Gate",810 E 28th St,,,1.99,2.70,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),13x9,"2,001186(m²)  /Appraisal",,Houston,,"Electric Dryer Connections, Washer Connections",,Central Electric,,Harris County,77009,,11x10,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans","Fully Fenced, Patio/Deck, Back Yard, Porch, Back Yard Fenced","Wood, Cement Board",18x10,,"Cash Sale, Conventional",,"Wood, Carpet",,Block & Beam,North,,,"Auto Driveway Gate, Auto Garage Door Opener",2 / Detached,No,Central Gas,,,,,,,10x9,LTS 7 & 8 BLK 23 SUNSET HEIGHTS,Exclusive Right to Sell/Lease,409000,For Sale,19x13,,Subdivision Lot,"6,000 Sqft.557(m²)  /Appraisal District",97961467 (HAR),,No/$0,Heights/Greater Heights,,,,,"$294,575",,"6,000",$235.18,"1,248",1934,,,,,$190 - $512 K,,No/$0,Gas Oven,http://www.har.com/810-e-28th-st/sale_97961467,,,,,0.0466,No,,Single Family,,Gas Range,Composition,"Breakfast Room, Den, Formal Dining, Formal Living, Guest Suite, Guest Suite w/Kitchen,",635,TX,,2,,Traditional,Sunset Heights View subdivision price trend,SUNSET HEIGHTS,2.53516,"$5,589/2015",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",1940   / Appraisal District,77009,5933372ee2bac83b34e52f06,,,
805,,16x13,,13x11,,12x11,,,,955 W 24 Unit C,,No,2.29,2.79,"$2,159",$1.45,"$583,801",,$264.28,,"2,291",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,181203(m²)  /Appraisal District",,Houston,No,,,"Central Electric, Zoned",Stone,Harris County,,,10x9,Yes,Yes,"Insulated/Low-E windows, Radiant Attic Barrier, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, HVAC>13 SEER, Insulation - Batt",,Cement Board,,,,,"Tile, Wood, Carpet",,Slab,,,,,2 / Attached,No,"Central Gas, Zoned",245,942,,,"Breakfast Bar, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm",,15x12,LT 3 BLK 1 PAD HOMES OF TWENTY FOURTH STREET,Exclusive Right to Sell/Lease,409000,For Sale,22x20,,Other,"1,954 Sqft.182(m²)  /Appraisal District",4547890 (HAR),,No/$0,Heights/Greater Heights,Heights/Greater Heights,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,,,,,,,Yes,,,,,,No/$0,Gas Oven,http://www.har.com/955-w-24-unit-c/sale_4547890,,,,,0.0,No,,Single Family,,Gas Range,Composition,"Kitchen/Dining Combo, Living/Dining Combo",,TX,,3,,Traditional,Shady Acres,,,,,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",2017   / Builder,77008,5933372ee2bac83b34e52f07,,,
806,,14X16,,11X13,,11X12,,,Automatic Gate,1239 W 24th St Unit A,,,2.29,2.79,"$2,159",$1.45,"$583,801",,$264.28,,"2,291",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,568239(m²)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,,,15X12,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat",,"Wood, Stucco",,,"Cash Sale, Conventional, FHA, VA",1 / Gaslog Fireplace,,,Slab,West,,,"Auto Driveway Gate, Auto Garage Door Opener",2 / Attached,No,Central Gas,245,942,,,"Dryer Included, High Ceiling, Prewired for Alarm System, Fire/Smoke Alarm, Washer Included, Wet Bar, Drapes/Curtains/Window Cover",452U,14X11,LT 7 BLK 1 COSTA DEL SOL 2ND AMEND,Exclusive Right to Sell/Lease,409000,For Sale,22X16,,Subdivision Lot,"1,932 Sqft.179(m²)  /Appraisal District",29314190 (HAR),,No/$0,Heights/Greater Heights,Heights/Greater Heights,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,,,,,,,Yes,,,,,,No/$0,Electric Oven,http://www.har.com/1239-w-24th-st-unit-a/sale_29314190,,,,,0.0683,No,,Single Family,,Gas Range,Composition,"1 Living Area, Formal Dining, Study/Library, Living Area - 2nd Floor,",,TX,,3,,Mediterranean,Villas Santa Lucia,,2.52856,"$11,420/2016",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2008   / Appraisal District,77008,5933372ee2bac83b34e52f08,,,
807,,19x15,,12x12,,12x11,,,,1536 Dian St. #C,,No,2.29,2.79,"$2,159",$1.45,"$583,801",,$264.28,,"2,291",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,544236(m²)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections",,"Central Electric, Zoned",Stone,Harris County,,,17x19,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, HVAC>13 SEER, Insulation - Blown Cellulose",Back Green Space,"Brick Veneer, Stucco",,,Affordable Housing Program (subject to conditions),,"Tile, Wood, Carpet",,Pier & Beam,,,,Auto Garage Door Opener,2 / Attached,No,"Central Gas, Zoned",245,942,,,"2 Staircases, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm, Drapes/Curtains/Window Cover",,15x13,Lt 4 Block 1 Domain on Dian,Exclusive Right to Sell/Lease,409518,For Sale,19x18,,Corner,"1,822 Sqft.169(m²)  /Appraisal District",41022043 (HAR),,No/$0,Heights/Greater Heights,Heights/Greater Heights,,"Double Sinks, Master Bath + Separate Shower",,,,,,,,Yes,,,,,,No/$0,Electric Oven,http://www.har.com/1536-dian-st-c/sale_41022043,,,,,0.0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Living/Dining Combo, Living Area - 2nd Floor,",,TX,,3,,Traditional,Heights,,,"$9,430/2016",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2015   / Appraisal District,77008,5933372ee2bac83b34e52f09,,,
808,,17X11,,12X11,,12X11,,,,710 Link Rd,,No,1.29,2.36,,,,,,,,,,1 Full  Bath(s),,3 Bedroom(s),8X8,"1,428133(m²)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Washer Connections",,Central Electric,,Harris County,77009,,16X11,No,Yes,Attic Vents,"Back Yard, Porch, Back Yard Fenced",Wood,,,"Cash Sale, Conventional, Investor",,"Tile, Wood, Carpet",,Slab,,,,,,No,Central Gas,,,,,Fire/Smoke Alarm,453T,3X11,TR 9F SAPP GARDENS ABST 1 J AUSTIN,Exclusive Right to Sell/Lease,409900,For Sale,14X11,,Other,"11,990 Sqft.1,114(m²)  /Appraisal District",57247790 (HAR),,No/$0,Heights/Greater Heights,,,No Master,,"$203,514",$0.00,"5,000",,"1,150",1942,No,,,,$172 - $350 K,,No/$0,Gas Oven,http://www.har.com/710-link-rd/sale_57247790,,,,,0.0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Breakfast Room, Living/Dining Combo,",28,TX,,1,,"Ranch, Traditional",SAPP GARDENS View subdivision price trend,SAPP GARDENS,2.52,"$6,466/2015",,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1950   / Appraisal District,77009,5933372ee2bac83b34e52f0a,,,
809,,15x15,,12x10,,12x11,,,Driveway Gate,1030 Green Kensington,,No,2.26,2.95,"$2,401",$1.40,"$483,727",,$228.58,,"2,129",,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,150200(m²)  /Builder",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,,,18x10,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, HVAC>13 SEER, Insulation - Batt",Controlled Subdivision Access,"Brick Veneer, Cement Board, Stucco",,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood, Carpet",,Slab,West,,,"Additional Parking, Double-Wide Driveway",2 / Attached,Yes,Central Gas,28,132,,,"Breakfast Bar, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm",492A,21x10,"Lot 1, Block 1, Kensington Green",Exclusive Right to Sell/Lease,409900,For Sale,25x14,,Subdivision Lot,"1,407 Sqft.131(m²)  /Appraisal District",86332748 (HAR),,$ 2300 / ANNUALLY,Timbergrove/Lazybrook,Timbergrove/Lazybrook,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,,,,,,,Yes,,,,,,No/$0,Gas Oven,http://www.har.com/1030-green-kensington/sale_86332748,,,,,0.0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Kitchen/Dining Combo, Living/Dining Combo, Living Area - 2nd Floor,",,TX,,3,,Traditional,Kensington Green,,,,,,,,,,,,,,,,,Utility Room 2nd Floor,,,,"Public Sewer, Public Water",2017   / Builder,77008,5933372ee2bac83b34e52f0b,,,
810,,17x13,,10x13,,10x11,,,,1626 W 24Th St,,,2.15,2.85,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,456228(m²)  /Builder",,Houston,No,,,Central Electric,,Harris County,77008,,17x11,Yes,Yes,"Ceiling Fans, Insulation - Batt, Insulation - Spray-Foam",,Stucco,,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood, Carpet",,Slab,,,,,2 / Attached,No,Central Gas,,,,,"High Ceiling, Island Kitchen, Prewired for Alarm System, Refrigerator Included, Fire/Smoke Alarm, Elevator Shaft",,14x10,LT 1 BLK 1 SHADY ACRES SEC 2 4TH PAR R/P,Exclusive Right to Sell/Lease,399900,For Sale,17x12,,Subdivision Lot,,37979095 (HAR),,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower",,"$336,743",,"7,685",$167.83,"1,368",1950,Yes,,,,$188 - $529 K,,No/$0,Gas Oven,http://www.har.com/1626-w-24th-st/sale_37979095,,,,,0.0,No,,Single Family,,Gas Cooktop,Other,,449,TX,,4,,Contemporary/Modern,Shady Acres View subdivision price trend,SHADY ACRES,,,,,,,,,,,,,,,,Utility Room 3rd Floor,,,,"Public Sewer, Public Water",2017   / Builder,77008,5933372ee2bac83b34e52f0c,,,
811,,18X15,,12x11,,15X12,,,,5219 Inker St,,,2.99,2.95,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),12X10,"2,436226(m²)  /Appraisal District",,Houston,,,,Central Electric,granite,Harris County,77007,,13X12,Yes,Yes,,"Fully Fenced, Patio/Deck, Covered Patio/Deck, Storm Shutters",Brick & Wood,,,"Cash Sale, Conventional, FHA",1 / Gas Connections,"Tile, Wood, Carpet",,Slab,North,,,"Auto Garage Door Opener, Double-Wide Driveway",2 / Attached,No,Central Gas,,,,,Alarm System - Owned,492G,14X9,Cottage Grove,Exclusive Right to Sell/Lease,409900,For Sale,18X12,,Other,"2,688 Sqft.250(m²)  /Appraisal District",49865500 (HAR),,No/$0,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,"$363,000",,"2,688",$170.68,"2,283",2007,Yes,,,,$194 - $486 K,,No/$0,Single Oven,http://www.har.com/5219-inker-st/sale_49865500,,,,,0.0238,No,,Single Family,,Gas Cooktop,Composition,"Kitchen/Dining Combo, Living/Dining Combo, Family Room,","1,149",TX,,2,,Traditional,Cottage Grove Sec View subdivision price trend,COTTAGE GROVE,2.52856,"$8,330/2016",,,,,,,,,,,,,,Utility Room 2nd Floor,,,,"Public Sewer, Public Water",2000   / Appraisal District,77007,5933372ee2bac83b34e52f0d,,,
