1 Bdr ,1st Bed,2 Bdr ,2nd Bed,3 Bdr ,3rd Bed,4th Bed,5th Bed,Access,Address,Appliances,Area Pool,Average Baths,Average Bedrooms,Average Lease,Average LeaseSquare Ft,Average List Price,Average Price,Average PriceSquare Ft,Average Rent,Average Square Ft,Average Year Built,Bath,Baths,Bedroom,Bedrooms,Breakfast,Building Sqft,Carport Description,City,Compactor,Connection,Controlled Access,Cooling,Countertop,County,County  Zip Code,Den,Dining,Dishwasher,Disposal,Energy Feature,Exterior,Exterior Type,Extra Room,Family Room,Finance Avail,Fireplace,Floors,Foreclosure,Foundation,Front Door,Game Room,Garage Apartment,Garage Carport,Garages,HOA Mandatory,Heating,Home For Lease,Home For Sales,Homes for Lease,Homes for Sale,Interior,Key Map,Kitchen,Legal Description,List Type,Listing Price,Listing Status,Living,Loft,Lot Description,Lot Size,MLS,Maint Fee Includes,Maintenance Fee,Market Area,Market Area Name,Market Value,Master Bath Description,Media Room,Median Appraised Value,Median Appraised Value  Square ft,Median Lot Square Ft,Median Price  Square ft,Median Square Ft,Median Year Built,Microwave,MultiFamily Description,Name,Neighborhood,Neighborhood Value Range,New Construction,Other Fees,Oven,Page_Link,Parking,Parking Space,Parking Unit,Price Range,Price_Reduced,Private Pool,Private Pool Desc,Property Type,QuartersGuest House,Range,Roof,Room Description,Single Family Properties,State,Status,Stories,StudyLibrary,Style,Subdivision,Subdivision Name,Tax Rate,Taxes wo Exemp,Unit No,Unit1 Bed,Unit1 Kitchen,Unit1 Living,Unit2 Bed1,Unit2 Bed2,Unit2 Kitchen,Unit2 Living,Unit3 Bed1,Unit3 Bed2,Unit3 Bed3,Unit3 Kitchen,Unit3 Living,Utility Room Desc,Utility Room Dim,WasherDryer Conn,Water Amenity,Water Sewer,Year Built,Zip Code,_id,author,null,text
,18X13,,11X10,,12X10,,,,1215 Crockett Street,"Electric Dryer Connection, Gas Dryer Connections, Washer Connections",No,2.44,2.7,"$2,106",$1.54,"$442,794",,$207.14,,"2,225",,,3 Full  & 1Half Bath(s),,3 - 4 Bedroom(s),,"3,002279(m_)  /Builder",,Houston,No,,,"Central Electric, Zoned",Stone,Harris County,,,14X14,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Radiant Attic Barrier, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, Insulation - Batt","Balcony, Back Yard, Back Green Space","Cement Board, Stucco",,,"Cash Sale, Conventional",,"Tile, Wood, Carpet",,Slab,,31X18,,,2 / Attached,,"Central Gas, Zoned",48,105,,,"Breakfast Bar, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm, Elevator Shaft",493G,14X13,LT 5 BLK 2 Goliad Grove Landing,Exclusive Right to Sell/Lease,529990,For Sale,21X18,,Other,,74923405 (HAR),,No/$0,Washington East/Sabine,Washington East/Sabine,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,,,,,,,Yes,,,,,,No/$0,Electric Oven,http://www.har.com/1215-crockett-street/sale_74923405,,,,,0,No,,Townhouse / Condo,,Gas Range,Composition,"1 Living Area, Gameroom Up, Kitchen/Dining Combo, Living/Dining Combo, Living Area - 1st Floor,",,TX,,3,,Contemporary/Modern,Sawyer Heights,,,,,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2017   / Builder,77007,5933372ee2bac83b34e53127,,,
,18X13,,11X10,,12X10,,,,1217 Crockett Street,,No,2.44,2.7,"$2,106",$1.54,"$442,794",,$207.14,,"2,225",,,3 Full  & 1Half Bath(s),,3 - 4 Bedroom(s),,"3,002279(m_)  /Builder",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,"Central Electric, Zoned",Stone,Harris County,,,14X14,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Radiant Attic Barrier, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, Insulation - Batt","Back Yard, Back Green Space","Cement Board, Stucco",,,"Cash Sale, Conventional",,"Tile, Wood, Carpet",,Slab,,31X18,,,2 / Attached,No,"Central Gas, Zoned",48,105,,,"Breakfast Bar, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm, Elevator Shaft",493G,14X13,LT 4 BLK 2 Goliad Grove Landing,Exclusive Right to Sell/Lease,529990,For Sale,21X18,,Other,,80776964 (HAR),,No/$0,Washington East/Sabine,Washington East/Sabine,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,,,,,,,Yes,,,,,,No/$0,Electric Oven,http://www.har.com/1217-crockett-street/sale_80776964,,,,,0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Gameroom Up, Kitchen/Dining Combo, Living/Dining Combo,",,TX,,3,,Contemporary/Modern,Sawyer Heights,,,,,,,,,,,,,,,,,Utility Room 2nd Floor,,,,"Public Sewer, Public Water",2017   / Builder,77007,5933372ee2bac83b34e53128,,,
,17x14,,12x10,,10x13,,,,4514 Eigel,,,3.32,2.73,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,340217(m_)  /Builder",,Houston,,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Quartz,Harris County,77007,,10x18,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Insulated Doors, Ceiling Fans, Digital Program Thermostat, High-Efficiency HVAC, HVAC>13 SEER, North/South Exposure","Back Yard, Back Yard Fenced, Rooftop Deck, Rooftop Deck","Brick Veneer, Cement Board, Stucco",,,,,"Tile, Wood, Carpet",,Slab,South,14x9,,Auto Garage Door Opener,2 / Attached,No,Central Gas,,,,,"Alarm System - Leased, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm, Wet Bar",492H,12x14,"Lot 2, Block 1",Exclusive Right to Sell/Lease,530000,For Sale,12x19,,Patio Lot,,65081200 (HAR),,No/$0,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath Shower Only",,"$320,003",,"1,684",$186.35,"1,838",2005,Yes,,,,$260 - $409 K,,No/$0,"Freestanding Oven, Gas Oven",http://www.har.com/4514-eigel/sale_65081200,,,,,0,No,,Single Family,,Gas Range,Composition,"Gameroom Up, Living Area - 2nd Floor",150,TX,,4,,Contemporary/Modern,Eigel Villas View subdivision price trend,UPPER WEST END,2.25286,,,,,,,,,,,,,,,Utility Room 3rd Floor,,,,"Public Sewer, Public Water",2017   / Builder,77007,5933372ee2bac83b34e53129,,,
,17x16,,12x11,,12x11,12x110,,,1702 Cheshire Ln,,Yes,1.94,3,,,,,,,,,,2 Full  & 1Half Bath(s),,4 Bedroom(s),9x8,"2,195204(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77018,,12x10,Yes,Yes,"Attic Vents, Ceiling Fans, Digital Program Thermostat, High-Efficiency HVAC","Patio/Deck, Sprinkler System, Back Yard, Porch, Covered Patio/Deck, Back Yard Fenced","Cement Board, Stone",,,"Cash Sale, Conventional, Other",,"Wood, Carpet, Marble Floors",,Slab,South,,,Auto Garage Door Opener,2 / Attached,No,Central Gas,,,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Fire/Smoke Alarm",452J,17x12,LT 8 BLK 57 OAK FOREST SEC 6,Exclusive Right to Sell/Lease,530000,For Sale,23x16,,Subdivision Lot,"6,840 Sqft.635(m_)  /Appraisal District",28927644 (HAR),,Voluntary/$0,Oak Forest East Area,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$297,378",,"7,428",$198.60,"1,483",1951,Yes,,,,$225 - $745 K,,No/$0,Gas Oven,http://www.har.com/1702-cheshire-ln/sale_28927644,,,,,0,No,,Single Family,,Gas Cooktop,Composition,"1 Living Area, Breakfast Room, Formal Dining,","3,819",TX,,1,,Traditional,Oak Forest Add Sec 06 View subdivision price trend,OAK FOREST ( EAST ),2.52856,"$14,219/2016",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2012   / Appraisal District,77018,5933372ee2bac83b34e5312a,,,
,17x14,,12x10,,10x13,,,,4516 Eigel,,,3.32,2.73,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,340217(m_)  /Builder",,Houston,,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Quartz,Harris County,77007,,10x18,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Insulated Doors, Ceiling Fans, Digital Program Thermostat, High-Efficiency HVAC, HVAC>13 SEER, North/South Exposure","Back Yard, Back Yard Fenced, Rooftop Deck, Rooftop Deck","Brick Veneer, Cement Board, Stucco",,,,,"Tile, Wood, Carpet",,Slab,South,14x9,,Auto Garage Door Opener,2 / Attached,No,Central Gas,,,,,"Alarm System - Leased, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm, Wet Bar",492H,12x14,"Lot 1, Block 1",Exclusive Right to Sell/Lease,530000,For Sale,12x19,,Patio Lot,,89273584 (HAR),,No/$0,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath Shower Only",,"$320,003",,"1,684",$186.35,"1,838",2005,Yes,,,,$260 - $409 K,,No/$0,"Freestanding Oven, Gas Oven",http://www.har.com/4516-eigel/sale_89273584,,,,,0,No,,Single Family,,Gas Range,Composition,"Gameroom Up, Living Area - 2nd Floor",150,TX,,4,,Contemporary/Modern,Eigel Villas View subdivision price trend,UPPER WEST END,2.25286,,,,,,,,,,,,,,,Utility Room 3rd Floor,,,,"Public Sewer, Public Water",2017   / Builder,77007,5933372ee2bac83b34e5312b,,,
,17x14,,12x10,,10x13,,,,4514 Eigel,,,3.32,2.73,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,340217(m_)  /Builder",,Houston,,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Quartz,Harris County,77007,,10x18,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Insulated Doors, Ceiling Fans, Digital Program Thermostat, High-Efficiency HVAC, HVAC>13 SEER, North/South Exposure","Back Yard, Back Yard Fenced, Rooftop Deck, Rooftop Deck","Brick Veneer, Cement Board, Stucco",,,,,"Tile, Wood, Carpet",,Slab,South,14x9,,Auto Garage Door Opener,2 / Attached,No,Central Gas,,,,,"Alarm System - Leased, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm, Wet Bar",492H,12x14,"Lot 2, Block 1",Exclusive Right to Sell/Lease,530000,For Sale,12x19,,Patio Lot,,65081200 (HAR),,No/$0,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath Shower Only",,"$320,003",,"1,684",$186.35,"1,838",2005,Yes,,,,$260 - $409 K,,No/$0,"Freestanding Oven, Gas Oven",http://www.har.com/4514-eigel/sale_65081200,,,,,0,No,,Single Family,,Gas Range,Composition,"Gameroom Up, Living Area - 2nd Floor",150,TX,,4,,Contemporary/Modern,Eigel Villas View subdivision price trend,UPPER WEST END,2.25286,,,,,,,,,,,,,,,Utility Room 3rd Floor,,,,"Public Sewer, Public Water",2017   / Builder,77007,5933372ee2bac83b34e5312c,,,
,17x16,,12x11,,12x11,12x110,,,1702 Cheshire Ln,,Yes,1.94,3,,,,,,,,,,2 Full  & 1Half Bath(s),,4 Bedroom(s),9x8,"2,195204(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77018,,12x10,Yes,Yes,"Attic Vents, Ceiling Fans, Digital Program Thermostat, High-Efficiency HVAC","Patio/Deck, Sprinkler System, Back Yard, Porch, Covered Patio/Deck, Back Yard Fenced","Cement Board, Stone",,,"Cash Sale, Conventional, Other",,"Wood, Carpet, Marble Floors",,Slab,South,,,Auto Garage Door Opener,2 / Attached,No,Central Gas,,,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Fire/Smoke Alarm",452J,17x12,LT 8 BLK 57 OAK FOREST SEC 6,Exclusive Right to Sell/Lease,530000,For Sale,23x16,,Subdivision Lot,"6,840 Sqft.635(m_)  /Appraisal District",28927644 (HAR),,Voluntary/$0,Oak Forest East Area,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$297,378",,"7,428",$198.60,"1,483",1951,Yes,,,,$225 - $745 K,,No/$0,Gas Oven,http://www.har.com/1702-cheshire-ln/sale_28927644,,,,,0,No,,Single Family,,Gas Cooktop,Composition,"1 Living Area, Breakfast Room, Formal Dining,","3,819",TX,,1,,Traditional,Oak Forest Add Sec 06 View subdivision price trend,OAK FOREST ( EAST ),2.52856,"$14,219/2016",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2012   / Appraisal District,77018,5933372ee2bac83b34e5312d,,,
,17x14,,12x10,,10x13,,,,4516 Eigel,,,3.32,2.73,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,340217(m_)  /Builder",,Houston,,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Quartz,Harris County,77007,,10x18,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Insulated Doors, Ceiling Fans, Digital Program Thermostat, High-Efficiency HVAC, HVAC>13 SEER, North/South Exposure","Back Yard, Back Yard Fenced, Rooftop Deck, Rooftop Deck","Brick Veneer, Cement Board, Stucco",,,,,"Tile, Wood, Carpet",,Slab,South,14x9,,Auto Garage Door Opener,2 / Attached,No,Central Gas,,,,,"Alarm System - Leased, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm, Wet Bar",492H,12x14,"Lot 1, Block 1",Exclusive Right to Sell/Lease,530000,For Sale,12x19,,Patio Lot,,89273584 (HAR),,No/$0,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath Shower Only",,"$320,003",,"1,684",$186.35,"1,838",2005,Yes,,,,$260 - $409 K,,No/$0,"Freestanding Oven, Gas Oven",http://www.har.com/4516-eigel/sale_89273584,,,,,0,No,,Single Family,,Gas Range,Composition,"Gameroom Up, Living Area - 2nd Floor",150,TX,,4,,Contemporary/Modern,Eigel Villas View subdivision price trend,UPPER WEST END,2.25286,,,,,,,,,,,,,,,Utility Room 3rd Floor,,,,"Public Sewer, Public Water",2017   / Builder,77007,5933372ee2bac83b34e5312e,,,
,17x16,,13x11,,19x13,,,Automatic Gate,1912 Summer Street C,,No,2.44,2.7,"$2,106",$1.54,"$442,794",,$207.14,,"2,225",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,510233(m_)  /Builder",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Quartz,Harris County,,,,Yes,Yes,"Ceiling Fans, Digital Program Thermostat, Energy Star Appliances","Rooftop Deck, Rooftop Deck",Other,,,"Cash Sale, Conventional, FHA, VA",,Wood,,Slab,,,,,2 / Attached,No,Central Gas,48,105,,,"High Ceiling, Prewired for Alarm System, Fire/Smoke Alarm",493F,16x20,LT 3 BLK 1 SUMMER STREET ESTATES,Exclusive Right to Sell/Lease,532500,For Sale,18x19,,Cleared,,25121074 (HAR),,No/$0,Washington East/Sabine,Washington East/Sabine,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,,,,,,,Yes,,,,,,No/$0,Gas Oven,http://www.har.com/1912-summer-street-c/sale_25121074,,,,,0,No,,Single Family,,Gas Cooktop,Composition,,,TX,,4,,Contemporary/Modern,Shearn,,2.52856,"$5,057/2016",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2017   / Builder,77007,5933372ee2bac83b34e5312f,,,
,13x15,,12x12,,13x14,,,,304 Walton St,,No,1.69,2.71,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),15x10,"1,861173(m_)  /Appraisal District",,Houston,No,"Gas Dryer Connections, Washer Connections",,Central Electric,Marble,Harris County,77009,,15x11,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat","Back Yard, Back Yard Fenced",Wood,,,"Cash Sale, Conventional",,"Tile, Wood",,Pier & Beam,,,,"Auto Garage Door Opener, Single-Wide Driveway",1 / Detached,No,Central Gas,,,,,"Alarm System - Leased, Breakfast Bar, Refrigerator Included, Fire/Smoke Alarm",453X,15x12,LT 3 BLK 17 BROOKE SMITH,Exclusive Right to Sell/Lease,534000,For Sale,15x16,,Subdivision Lot,"5,000 Sqft.465(m_)  /Appraisal District",6879743 (HAR),,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$238,409",,"5,000",$236.32,"1,204",1926,Yes,,,,$154 - $445 K,,No/$0,"Gas Oven, Single Oven",http://www.har.com/304-walton-st/sale_6879743,,,,,0.0777,No,,Single Family,,"Gas Range, Gas Cooktop",Composition,"1 Living Area, Living/Dining Combo",803,TX,,1,,Traditional,Brooke Smith View subdivision price trend,BROOKE SMITH,2.52856,"$5,030/2016",,,,,,,,,,,,,,Utility Rm in House,8x8,,,"Public Sewer, Public Water",1930   / Appraisal District,77009,5933372ee2bac83b34e53130,,,
,15x22,,13x13,,14x14,,,,6009B Hamman St,,No,3.27,2.93,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,598241(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77007,,12x17,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances, High-Efficiency HVAC, HVAC>13 SEER, Insulation - Batt","Fully Fenced, Patio/Deck, Covered Patio/Deck, Back Yard Fenced","Cement Board, Stucco",,,,1 / Gaslog Fireplace,"Tile, Wood, Carpet",,Slab,North,20x11,,"Auto Garage Door Opener, Double-Wide Driveway",2 / Attached,No,Central Gas,,,,,"Alarm System - Owned, Breakfast Bar, Dry Bar, High Ceiling, Island Kitchen, Fire/Smoke Alarm, Drapes/Curtains/Window Cover, Hollywood Bath",492G,14x15,LT 1 BLK 1 HAMMAN FOREST,Exclusive Right to Sell/Lease,534900,For Sale,16x20,,Other,"2,500 Sqft.232(m_)  /Appraisal District",76101144 (HAR),,No/$0,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$445,000",,"2,500",$197.44,"2,400",1999,Yes,,,,$278 - $725 K,,No/$0,Electric Oven,http://www.har.com/6009b-hamman-st/sale_76101144,,,,,0.0093,No,,Single Family,,Gas Cooktop,Composition,"1 Living Area, Gameroom Up, Family Room,",341,TX,,2,,Contemporary/Modern,Hamman Forest View subdivision price trend,RICE MILITARY,2.52856,"$12,137/2016",,,,,,,,,,,,,,Utility Room 2nd Floor,6x6,,,Public Sewer,2013   / Appraisal District,77007,5933372ee2bac83b34e53131,,,
2,,1,,,,,,Automatic Gate,1127 Walling,,,1.43,2.46,,,,,,,,,,,,,,"2,320216(m_)  /Seller",,Houston,,,,Central Electric,,Harris County,77009,,,Yes,,Ceiling Fans,,,,,"Cash Sale, Conventional, Investor",,Tile,,,,,,,,,Central Gas,,,,,,,,LT 14 BLK 104 NORTH NORHILL,Exclusive Right to Sell/Lease,534970,For Sale,,,,"5,000 Sqft.465(m_)  /Appraisal District",71854749 (HAR),,No,Heights/Greater Heights,,,,,"$366,857",,"5,000",$334.60,"1,185",1928,,,,,$280 - $482 K,,No/$0,,http://www.har.com/1127-walling/sale_71854749,"Automatic Driveway Gate, Off Site Parking",,,,0,,,Multi-Family,,,Composition,,530,TX,,2,,,North Norhill View subdivision price trend,NORTH NORHILL,,,,,,,11x13,13x12,,15x14,,,,,,,,,,,1928   / Appraisal District,77009,5933372ee2bac83b34e53132,,,
,15x14,,12x10,,13x11,,,,709 Enid,,No,1.69,2.71,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,200204(m_)  /Seller",Attached Carport,Houston,No,"Gas Dryer Connections, Washer Connections",,Central Electric,Quartz,Harris County,77009,,12x11,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Insulated Doors, Ceiling Fans, High-Efficiency HVAC","Patio/Deck, Storage Shed, Back Yard, Porch",Wood,,,,1 / Gas Connections,"Tile, Wood",,Pier & Beam,,,,,,No,Central Gas,,,,,,,22x16,LT 11 BLK 88,Exclusive Right to Sell/Lease,535000,For Sale,25x16,,Subdivision Lot,,48272913 (HAR),,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower",,"$238,409",,"5,000",$236.32,"1,204",1926,,,,,$154 - $445 K,,No/$0,Electric Oven,http://www.har.com/709-enid/sale_48272913,,,,,0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Formal Dining, Kitchen/Dining Combo,",803,TX,,1,,Traditional,BROOKE SMITH View subdivision price trend,BROOKE SMITH,,,,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2016   / Seller,77009,5933372ee2bac83b34e53133,,,
,14x12,,10x10,,10x10,,,,1124 N Shepherd Dr,,No,1.56,2.48,,,,,,,,,,1 Full  Bath(s),,3 Bedroom(s),,"3,074286(m_)  /Seller",,Houston,No,,,Central Electric,formika,Harris County,77008,,,No,No,Ceiling Fans,,Brick & Wood,,,"Cash Sale, Conventional",,"Tile, Wood, Vinyl",,,West,,,,,,Central Gas,,,,,"Prewired for Alarm System, Tile",452Z,12x10,LT 7 BLK 1 WEST HEIGHTS,Exclusive Right to Sell/Lease,535000,For Sale,15x14,,,"6,000 Sqft.557(m_)  /Appraisal District",2049783 (HAR),,No,Heights/Greater Heights,,,,,"$315,000",,"6,000",$208.52,"1,258",1935,No,Split Plan,,,$245 - $466 K,,No/$0,Electric Oven,http://www.har.com/1124-n-shepherd-dr/sale_2049783,,,Two,,0,No,,Multi-Family,,Electric Range,Composition,1 Living Area,141,TX,,2,,,West Heights View subdivision price trend,WEST HEIGHTS,2.53516,"$9,554/2015",,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1945   / Appraisal District,77008,5933372ee2bac83b34e53134,,,
,10x15,,10x14,,10x12,,,,6611 Main,,,1.99,2.7,,,,,,,,,,2 Full  & 2Half Bath(s),,3 Bedroom(s),,,,Houston,,,,Central Electric,,Harris County,77009,,,,,,,Aluminum,,,,,,,Pier & Beam,,,,,,No,Central Electric,,,,,,453S,,LTS 23 & 24 BLK 40,Exclusive Agency to Sell/Lease,535000,For Sale,,,Subdivision Lot,,9622444 (HAR),,No/$0,Heights/Greater Heights,,,,,"$294,575",,"6,000",$235.18,"1,248",1934,,,,,$190 - $512 K,,No/$0,,http://www.har.com/6611-main/sale_9622444,,,,,0,No,,Single Family,,,Composition,,635,TX,,2,,Traditional,Sunset Heights View subdivision price trend,SUNSET HEIGHTS,,,,,,,,,,,,,,,,,,,,Public Sewer,1920   / Appraisal District,77009,5933372ee2bac83b34e53135,,,
,17x12,,12x12,,11x13,,,Automatic Gate,2905 Hicks,,No,2.55,2.8,"$2,668",$1.49,"$522,233",,$215.75,,"2,412",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,272211(m_)  /Builder",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,,,13x13,Yes,,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances, High-Efficiency HVAC, Insulation - Spray-Foam, Tankless/On-Demand H2O Heater",Controlled Subdivision Access,"Brick Veneer, Cement Board",,,"Cash Sale, Conventional",1 / Gaslog Fireplace,"Tile, Wood",,Slab,,,,Auto Garage Door Opener,2 / Attached,Yes,Central Gas,207,427,,,"High Ceiling, Island Kitchen, Fire/Smoke Alarm",493E,16x12,Lot 24 Block 1,Exclusive Right to Sell/Lease,537000,For Sale,19x15,,Subdivision Lot,,87406084 (HAR),,$ 2000 / ANNUALLY,Rice Military/Washington Corridor,Rice Military/Washington Corridor,,"Double Sinks, Master Bath + Separate Shower",,,,,,,,Yes,,,,,,"No/$2,000/yr/common water meter",Gas Oven,http://www.har.com/2905-hicks/sale_87406084,,,,,0,No,,Single Family,,Gas Cooktop,Composition,"1 Living Area, Living/Dining Combo, Living Area - 2nd Floor,",,TX,,3,,Other Style,Studemont Heights,,,,,,,,,,,,,,,,,Utility Room 3rd Floor,8x6,,,"Public Sewer, Public Water",2017   / Builder,77007,5933372ee2bac83b34e53136,,,
,18X13,,15x14,,16X14,,,,518 Northwood St,,No,1.69,2.71,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),15X14,"2,835263(m_)  /Builder",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Quartz,Harris County,77009,,14X13,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, High-Efficiency HVAC, HVAC>13 SEER, Insulation - Batt, Insulation - Blown Fiberglass","Fully Fenced, Patio/Deck, Back Yard, Back Green Space, Back Yard Fenced","Brick Veneer, Cement Board",,,"Cash Sale, Conventional, Investor",1 / Gaslog Fireplace,"Tile, Wood",,Slab,West,,,Double-Wide Driveway,2 / Attached,No,Central Gas,,,,,"Breakfast Bar, Dry Bar, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm",453X,14X14,Lt 5,Exclusive Right to Sell/Lease,539000,For Sale,21X20,,Patio Lot,"3,688 Sqft.343(m_)  /Survey",51096005 (HAR),,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,"$238,409",,"5,000",$236.32,"1,204",1926,Yes,,,,$154 - $445 K,,No/$0,Gas Oven,http://www.har.com/518-northwood-st/sale_51096005,,,,,0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Living Area - 2nd Floor",803,TX,,3,11X7,Traditional,Brookesmith View subdivision price trend,BROOKE SMITH,,,,,,,,,,,,,,,,Utility Room 3rd Floor,8X6,,,"Public Sewer, Public Water",2016   / Builder,77009,5933372ee2bac83b34e53137,,,
,14X13,,11X11,,11X11,10X12,,,843 W 21ST Unit B,,Yes,2.56,3.1,,,,,,,,,,3 Full  & 1Half Bath(s),,4 Bedroom(s),11X9,"3,158293(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections",,Central Electric,Granite,Harris County,77008,,11X9,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat",Subdivision Tennis Court,Cement Board,,16X14,"Cash Sale, Conventional","1 / Gas Connections, Gaslog Fireplace","Tile, Wood",,Slab,South,,Yes,"Additional Parking, Auto Garage Door Opener, Double-Wide Driveway",2 / Attached,No,Central Electric,,,,,"2 Staircases, Alarm System - Owned, High Ceiling, Island Kitchen, Fire/Smoke Alarm, Spa/Hot Tub",452U,14X7,LT 25 BLK 79 HOUSTON HEIGHTS,Exclusive Right to Sell/Lease,539000,For Sale,,,Subdivision Lot,"3,275 Sqft.304(m_)  /Appraisal District",24748814 (HAR),,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower",,"$488,398",,"6,600",$259.55,"1,908",1935,Yes,,,,$284 - $900 K,,No/$0,"Convection Oven, Electric Oven",http://www.har.com/843-w-21st-unit-b/sale_24748814,,,,,0.02,No,,Single Family,,Gas Range,Composition,"1 Living Area, Breakfast Room, Den, Formal Dining, Garage Apartment, Living/Dining Combo, Study/Library,","3,887",TX,,2,10X9,Traditional,Houston Heights Add View subdivision price trend,HOUSTON HEIGHTS,2.53516,"$8,978/2016",,,,,,,,,,,,,,Utility Room 1st Floor,9X8,,,"Public Sewer, Public Water",2007   / Seller,77008,5933372ee2bac83b34e53138,,,
